"No.","Channel Name","Receive Frequency","Transmit Frequency","Channel Type","Transmit Power","Band Width","CTCSS/DCS Decode","CTCSS/DCS Encode","Contact","Contact Call Type","Contact TG/DMR ID","Radio ID","Busy Lock/TX Permit","Squelch Mode","Optional Signal","DTMF ID","2Tone ID","5Tone ID","PTT ID","Color Code","Slot","Scan List","Receive Group List","TX Prohibit","Reverse","TDMA","TDMA Adaptive","AES Digital Encryption","Digital Encryption","Call Confirmation","Talk Around(Simplex)","Work Alone","Custom CTCSS","2TONE Decode","Ranging","Simplex","Digi APRS RX","Analog APRS PTT Mode","Digital APRS PTT Mode","APRS Report Type","Digital APRS Report Channel","Correct Frequency[Hz]","SMS Confirmation"
"242","Eslov 2","434.75000","432.75000","A-Analog","Mid","12.5K","Off","79.7","Regional SM0","Group Call","2400","Radio 1","Off","Carrier","Off","1","1","1","Off","0","2","SM7","SA0AZS","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Analog","1","0","Off"
"243","Gladsax","434.88750","432.88750","A-Analog","Mid","12.5K","Off","79.7","Regional SM0","Group Call","2400","Radio 1","Off","Carrier","Off","1","1","1","Off","0","2","SM7","SA0AZS","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Analog","1","0","Off"
"244","Grumslov","434.51250","432.51250","D+A TX D","Mid","12.5K","Off","79.7","Regional SM0","Group Call","2400","Radio 1","Always","Carrier","Off","1","1","1","Off","7","2","SM7","SA0AZS","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Digital","1","0","Off"
"245","Gnosjo","145.68750","145.08750","A-Analog","Mid","12.5K","Off","Off","Regional SM0","Group Call","2400","Radio 1","Off","Carrier","Off","1","1","1","Off","0","2","SM7","SA0AZS","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Analog","1","0","Off"
"246","Helsingborg 1","434.60000","432.60000","D-Digital","Mid","12.5K","Off","Off","Regional SM0","Group Call","2400","Radio 1","Always","Carrier","Off","1","1","1","Off","7","2","SM7","SA0AZS","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","On","Digital","1","0","Off"
"247","Helsingborg 2","145.65000","145.05000","A-Analog","Mid","12.5K","Off","79.7","Regional SM0","Group Call","2400","Radio 1","Off","Carrier","Off","1","1","1","Off","0","2","SM7","SA0AZS","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Analog","1","0","Off"
"248","Helsingborg 3","434.65000","432.65000","D+A TX D","Mid","12.5K","Off","79.7","Regional SM0","Group Call","2400","Radio 1","Always","Carrier","Off","1","1","1","Off","7","2","SM7","SA0AZS","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","On","Digital","1","0","Off"
"249","Hultsfred","145.76250","145.06250","A-Analog","Mid","12.5K","Off","Off","Regional SM0","Group Call","2400","Radio 1","Off","Carrier","Off","1","1","1","Off","0","2","SM7","SA0AZS","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Analog","1","0","Off"
"250","Huskvarna","434.75000","432.75000","A-Analog","Mid","12.5K","Off","Off","Regional SM0","Group Call","2400","Radio 1","Off","Carrier","Off","1","1","1","Off","0","2","SM7","SA0AZS","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Analog","1","0","Off"
"251","Hassleholm 1","434.91250","432.91250","D-Digital","Mid","12.5K","Off","Off","Regional SM0","Group Call","2400","Radio 1","Always","Carrier","Off","1","1","1","Off","7","2","SM7","SA0AZS","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","On","Digital","1","0","Off"
"252","Hassleholm 2","145.76250","145.16250","A-Analog","Mid","12.5K","Off","79.7","Regional SM0","Group Call","2400","Radio 1","Off","Carrier","Off","1","1","1","Off","0","2","SM7","SA0AZS","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Analog","1","0","Off"
"253","Jonkoping 1","434.97500","432.97500","D-Digital","Mid","12.5K","Off","Off","Regional SM0","Group Call","2400","Radio 1","Always","Carrier","Off","1","1","1","Off","7","2","SM7","SA0AZS","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","On","Digital","1","0","Off"
"254","Jonkoping 2","145.75000","145.15000","A-Analog","Mid","12.5K","Off","156.7","Regional SM0","Group Call","2400","Radio 1","Off","Carrier","Off","1","1","1","Off","0","2","SM7","SA0AZS","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Analog","1","0","Off"
"255","Karlskrona 1","145.75000","145.15000","A-Analog","Mid","12.5K","Off","Off","Regional SM0","Group Call","2400","Radio 1","Off","Carrier","Off","1","1","1","Off","0","2","SM7","SA0AZS","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Analog","1","0","Off"
"256","Karlskrona 2","434.75000","432.75000","A-Analog","Mid","12.5K","Off","Off","Regional SM0","Group Call","2400","Radio 1","Off","Carrier","Off","1","1","1","Off","0","2","SM7","SA0AZS","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Analog","1","0","Off"
"257","Kristianstad","434.52500","432.52500","D-Digital","Mid","12.5K","Off","Off","Regional SM0","Group Call","2400","Radio 1","Always","Carrier","Off","1","1","1","Off","7","2","SM7","SA0AZS","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","On","Digital","1","0","Off"
"258","Ljungby","145.72500","145.12500","A-Analog","Mid","12.5K","Off","Off","Regional SM0","Group Call","2400","Radio 1","Off","Carrier","Off","1","1","1","Off","0","2","SM7","SA0AZS","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Analog","1","0","Off"
"259","Lund 1","434.72500","432.72500","A-Analog","Mid","12.5K","Off","79.7","Regional SM0","Group Call","2400","Radio 1","Off","Carrier","Off","1","1","1","Off","0","2","SM7","SA0AZS","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Analog","1","0","Off"
"260","Lund 2","434.58750","432.58750","D-Digital","Mid","12.5K","Off","Off","Regional SM0","Group Call","2400","Radio 1","Always","Carrier","Off","1","1","1","Off","7","2","SM7","SA0AZS","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","On","Digital","1","0","Off"
"261","Lund 3","145.77500","145.17500","A-Analog","Mid","12.5K","Off","79.7","Regional SM0","Group Call","2400","Radio 1","Off","Carrier","Off","1","1","1","Off","0","2","SM7","SA0AZS","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Analog","1","0","Off"
"262","Lyby","434.70000","432.70000","A-Analog","Mid","12.5K","Off","79.7","Regional SM0","Group Call","2400","Radio 1","Off","Carrier","Off","1","1","1","Off","0","2","SM7","SA0AZS","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Analog","1","0","Off"
"263","Lonnsboda","434.90000","433.30000","A-Analog","Mid","12.5K","Off","Off","Regional SM0","Group Call","2400","Radio 1","Off","Carrier","Off","1","1","1","Off","0","2","SM7","SA0AZS","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Analog","1","0","Off"
"264","Malmo 1","434.95000","432.95000","D-Digital","Mid","12.5K","Off","Off","Regional SM0","Group Call","2400","Radio 1","Always","Carrier","Off","1","1","1","Off","7","2","SM7","SA0AZS","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","On","Digital","1","0","Off"
"265","Malmo 2","434.77500","432.77500","D+A TX D","Mid","12.5K","Off","79.7","Regional SM0","Group Call","2400","Radio 1","Always","Carrier","Off","1","1","1","Off","7","2","SM7","SA0AZS","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","On","Digital","1","0","Off"
"266","Morbylanga","145.62500","145.02500","A-Analog","Mid","12.5K","Off","Off","Regional SM0","Group Call","2400","Radio 1","Off","Carrier","Off","1","1","1","Off","0","2","SM7","SA0AZS","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Analog","1","0","Off"
"267","Morrum","434.82500","432.82500","A-Analog","Mid","12.5K","Off","79.7","Regional SM0","Group Call","2400","Radio 1","Off","Carrier","Off","1","1","1","Off","0","2","SM7","SA0AZS","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Analog","1","0","Off"
"268","Nybro","145.68750","145.08750","A-Analog","Mid","12.5K","Off","Off","Regional SM0","Group Call","2400","Radio 1","Off","Carrier","Off","1","1","1","Off","0","2","SM7","SA0AZS","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Analog","1","0","Off"
"269","Nassjo 1","434.85000","432.85000","A-Analog","Mid","12.5K","Off","Off","Regional SM0","Group Call","2400","Radio 1","Off","Carrier","Off","1","1","1","Off","0","2","SM7","SA0AZS","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Analog","1","0","Off"
"270","Nassjo 2","145.65000","145.05000","A-Analog","Mid","12.5K","Off","156.7","Regional SM0","Group Call","2400","Radio 1","Off","Carrier","Off","1","1","1","Off","0","2","SM7","SA0AZS","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Analog","1","0","Off"
"271","Nassjo 3","434.90000","432.90000","D-Digital","Mid","12.5K","Off","Off","Regional SM0","Group Call","2400","Radio 1","Always","Carrier","Off","1","1","1","Off","7","2","SM7","SA0AZS","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","On","Digital","1","0","Off"
"272","Nassjo 4","145.58750","144.98750","D-Digital","Mid","12.5K","Off","Off","Regional SM0","Group Call","2400","Radio 1","Always","Carrier","Off","1","1","1","Off","7","2","SM7","SA0AZS","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","On","Digital","1","0","Off"
"273","Oskarshamn 1","145.72500","145.12500","A-Analog","Mid","12.5K","Off","Off","Regional SM0","Group Call","2400","Radio 1","Off","Carrier","Off","1","1","1","Off","0","2","SM7","SA0AZS","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Analog","1","0","Off"
"274","Oskarshamn 2","434.72500","432.72500","A-Analog","Mid","12.5K","Off","Off","Regional SM0","Group Call","2400","Radio 1","Off","Carrier","Off","1","1","1","Off","0","2","SM7","SA0AZS","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Analog","1","0","Off"
"275","Simrishamn","434.63750","440.00000","A-Analog","Mid","12.5K","Off","79.7","Regional SM0","Group Call","2400","Radio 1","Off","Carrier","Off","1","1","1","Off","0","2","SM7","SA0AZS","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Analog","1","0","Off"
"276","Svangsta","434.92500","432.92500","A-Analog","Mid","12.5K","Off","79.7","Regional SM0","Group Call","2400","Radio 1","Off","Carrier","Off","1","1","1","Off","0","2","SM7","SA0AZS","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Analog","1","0","Off"
"277","Vetlanda 1","434.62500","432.62500","A-Analog","Mid","12.5K","Off","156.7","Regional SM0","Group Call","2400","Radio 1","Off","Carrier","Off","1","1","1","Off","0","2","SM7","SA0AZS","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Analog","1","0","Off"
"278","Vetlanda 2","145.62500","145.02500","A-Analog","Mid","12.5K","Off","156.7","Regional SM0","Group Call","2400","Radio 1","Off","Carrier","Off","1","1","1","Off","0","2","SM7","SA0AZS","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Analog","1","0","Off"
"279","Vitaby","145.61250","145.01250","A-Analog","Mid","12.5K","Off","79.7","Regional SM0","Group Call","2400","Radio 1","Off","Carrier","Off","1","1","1","Off","0","2","SM7","SA0AZS","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Analog","1","0","Off"
"280","Varnamo","145.60000","145.00000","A-Analog","Mid","12.5K","Off","156.7","Regional SM0","Group Call","2400","Radio 1","Off","Carrier","Off","1","1","1","Off","0","2","SM7","SA0AZS","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Analog","1","0","Off"
"281","Vaxjo","145.67500","145.07500","A-Analog","Mid","12.5K","Off","156.7","Regional SM0","Group Call","2400","Radio 1","Off","Carrier","Off","1","1","1","Off","0","2","SM7","SA0AZS","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Analog","1","0","Off"
"282","Ystad","434.92500","432.92500","A-Analog","Mid","12.5K","Off","79.7","Regional SM0","Group Call","2400","Radio 1","Off","Carrier","Off","1","1","1","Off","0","2","SM7","SA0AZS","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Analog","1","0","Off"
"283","Orkelljunga","434.97500","432.97500","D+A TX D","Mid","12.5K","Off","79.7","Regional SM0","Group Call","2400","Radio 1","Always","Carrier","Off","1","1","1","Off","7","2","SM7","SA0AZS","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","On","Digital","1","0","Off"
"311","ATV Talkback","144.75000","144.75000","A-Analog","High","12.5K","Off","Off","Analog","Group Call","0","Radio 1","Off","Carrier","Off","1","1","1","Off","0","2","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off"
"312","SK0MM X-link","145.22500","145.22500","A-Analog","High","12.5K","Off","77.0","Analog","Group Call","0","Radio 1","Off","Carrier","Off","1","1","1","Off","0","2","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off"
"313","Sandhamn X-link","434.37500","434.37500","A-Analog","Mid","12.5K","Off","77.0","Analog","Group Call","0","Radio 1","Off","Carrier","Off","1","1","1","Off","0","2","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off"
"314","KopparmoraX-link","434.48750","434.48750","A-Analog","Mid","12.5K","Off","77.0","Analog","Group Call","0","Radio 1","Off","Carrier","Off","1","1","1","Off","0","2","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off"
"315","GustavsbergX-lin","434.22500","434.22500","A-Analog","Mid","12.5K","Off","77.0","Analog","Group Call","0","Radio 1","Off","Carrier","Off","1","1","1","Off","0","2","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off"
"316","SK0MT X-link","145.52500","145.52500","A-Analog","Mid","12.5K","Off","Off","Analog","Group Call","0","Radio 1","Off","Carrier","Off","1","1","1","Off","0","2","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off"
"326","APRS VA","144.80000","144.80000","A-Analog","Mid","12.5K","136.5","136.5","Analog","Group Call","0","Radio 1","Off","Carrier","Off","1","1","1","Off","0","2","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","End Of Transmission","Off","Analog","1","0","Off"
"327","APRS Mute","144.80000","144.80000","A-Analog","Mid","12.5K","123.0","123.0","Analog","Group Call","0","Radio 1","Off","Carrier","Off","1","1","1","Off","0","2","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","End Of Transmission","Off","Analog","1","0","Off"
"328","APRS Open","144.80000","144.80000","A-Analog","Mid","12.5K","Off","Off","Analog","Group Call","0","Radio 1","Off","Carrier","Off","1","1","1","Off","0","2","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","End Of Transmission","Off","Analog","1","0","Off"
"332","U290-TS1","433.62500","433.62500","D-Digital","Mid","12.5K","Off","Off","Local","Group Call","9","Radio 1","Always","Carrier","Off","1","1","1","Off","0","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off"
"333","U290-TS2","433.62500","433.62500","D-Digital","Mid","12.5K","Off","Off","Local","Group Call","9","Radio 1","Always","Carrier","Off","1","1","1","Off","0","2","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off"
"334","U291-TS1","433.63750","433.63750","D-Digital","Mid","12.5K","Off","Off","Local","Group Call","9","Radio 1","Always","Carrier","Off","1","1","1","Off","0","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off"
"335","U291-TS2","433.65000","433.65000","D-Digital","Mid","12.5K","Off","Off","Local","Group Call","9","Radio 1","Always","Carrier","Off","1","1","1","Off","0","2","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off"
"336","U292-TS1","433.66250","433.66250","D-Digital","Low","12.5K","Off","Off","Local","Group Call","9","Radio 1","Always","Carrier","Off","1","1","1","Off","0","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off"
"337","U292-TS2","433.66250","433.66250","D-Digital","Mid","12.5K","Off","Off","Local","Group Call","9","Radio 1","Always","Carrier","Off","1","1","1","Off","0","2","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off"
"338","U293-TS1","433.67500","433.67500","D-Digital","Mid","12.5K","Off","Off","Local","Group Call","9","Radio 1","Always","Carrier","Off","1","1","1","Off","0","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off"
"339","U293-TS2","433.67500","433.67500","D-Digital","Mid","12.5K","Off","Off","Local","Group Call","9","Radio 1","Always","Carrier","Off","1","1","1","Off","0","2","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off"
"340","U294-TS1","433.68750","433.68750","D-Digital","Mid","12.5K","Off","Off","Local","Group Call","9","Radio 1","Always","Carrier","Off","1","1","1","Off","0","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off"
"341","U294-TS2","433.68750","433.68750","D-Digital","Mid","12.5K","Off","Off","Local","Group Call","9","Radio 1","Always","Carrier","Off","1","1","1","Off","0","2","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off"
"342","U295-TS1","433.70000","433.70000","D-Digital","Mid","12.5K","Off","Off","Local","Group Call","9","Radio 1","Always","Carrier","Off","1","1","1","Off","0","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off"
"343","U295-TS2","433.70000","433.70000","D-Digital","Mid","12.5K","Off","Off","Local","Group Call","9","Radio 1","Always","Carrier","Off","1","1","1","Off","0","2","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off"
"344","V17-TS1","145.21250","145.21250","D-Digital","Mid","12.5K","Off","Off","Local","Group Call","9","Radio 1","Always","Carrier","Off","1","1","1","Off","0","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off"
"345","V17-TS2","145.21250","145.21250","D-Digital","Mid","12.5K","Off","Off","Local","Group Call","9","Radio 1","Always","Carrier","Off","1","1","1","Off","0","2","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off"
"346","V18-TS1","145.22500","145.22500","D-Digital","Mid","12.5K","Off","Off","Local","Group Call","9","Radio 1","Always","Carrier","Off","1","1","1","Off","0","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off"
"347","V18-TS2","145.22500","145.22500","D-Digital","Mid","12.5K","Off","Off","Local","Group Call","9","Radio 1","Always","Carrier","Off","1","1","1","Off","0","2","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off"
"348","V20-TS1","145.25000","145.25000","D-Digital","Mid","12.5K","Off","Off","Local","Group Call","9","Radio 1","Always","Carrier","Off","1","1","1","Off","0","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off"
"349","V20-TS2","145.25000","145.25000","D-Digital","Mid","12.5K","Off","Off","Local","Group Call","9","Radio 1","Always","Carrier","Off","1","1","1","Off","0","2","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off"
"350","V21-TS1","145.26250","145.26250","D-Digital","Mid","12.5K","Off","Off","Local","Group Call","9","Radio 1","Always","Carrier","Off","1","1","1","Off","0","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off"
"351","V21-TS2","145.26250","145.26250","D-Digital","Mid","12.5K","Off","Off","Local","Group Call","9","Radio 1","Always","Carrier","Off","1","1","1","Off","0","2","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off"
"352","V22-TS1","145.27500","145.27500","D-Digital","Mid","12.5K","Off","Off","Local","Group Call","9","Radio 1","Always","Carrier","Off","1","1","1","Off","0","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off"
"353","V22-TS2","145.27500","145.27500","D-Digital","Mid","12.5K","Off","Off","Local","Group Call","9","Radio 1","Always","Carrier","Off","1","1","1","Off","0","2","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off"
"354","V25-TS1","145.31250","145.31250","D-Digital","Mid","12.5K","Off","Off","Local","Group Call","9","Radio 1","Always","Carrier","Off","1","1","1","Off","0","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off"
"355","V25-TS2","145.31250","145.31250","D-Digital","Mid","12.5K","Off","Off","Local","Group Call","9","Radio 1","Always","Carrier","Off","1","1","1","Off","0","2","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off"
"356","U290","433.62500","433.62500","A-Analog","Mid","12.5K","Off","Off","Analog","Group Call","0","Radio 1","Off","Carrier","Off","1","1","1","Off","0","2","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off"
"357","U290 PL 123.0","433.62500","433.62500","A-Analog","Mid","12.5K","123.0","123.0","Analog","Group Call","0","Radio 1","Off","Carrier","Off","1","1","1","Off","0","2","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off"
"358","U291","433.63750","433.63750","A-Analog","Mid","12.5K","Off","Off","Analog","Group Call","0","Radio 1","Off","Carrier","Off","1","1","1","Off","0","2","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off"
"359","U291 PL 123.0","433.63750","433.63750","A-Analog","Mid","12.5K","123.0","123.0","Analog","Group Call","0","Radio 1","Off","Carrier","Off","1","1","1","Off","0","2","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off"
"360","U292","433.65000","433.65000","A-Analog","Mid","12.5K","Off","Off","Analog","Group Call","0","Radio 1","Off","Carrier","Off","1","1","1","Off","0","2","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off"
"361","U292 PL 123.0","433.65000","433.65000","A-Analog","Mid","12.5K","123.0","123.0","Analog","Group Call","0","Radio 1","Off","Carrier","Off","1","1","1","Off","0","2","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off"
"362","U293","433.66250","433.66250","A-Analog","Mid","12.5K","Off","Off","Analog","Group Call","0","Radio 1","Off","Carrier","Off","1","1","1","Off","0","2","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off"
"363","U293 PL 123.0","433.66250","433.66250","A-Analog","Mid","12.5K","123.0","123.0","Analog","Group Call","0","Radio 1","Off","Carrier","Off","1","1","1","Off","0","2","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off"
"364","U294","433.67500","433.67500","A-Analog","Mid","12.5K","Off","Off","Analog","Group Call","0","Radio 1","Off","Carrier","Off","1","1","1","Off","0","2","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off"
"365","U294 PL 123.0","433.67500","433.67500","A-Analog","Low","12.5K","123.0","123.0","Analog","Group Call","0","Radio 1","Off","Carrier","Off","1","1","1","Off","0","2","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off"
"366","U295","433.68750","433.68750","A-Analog","Mid","12.5K","Off","Off","Analog","Group Call","0","Radio 1","Off","Carrier","Off","1","1","1","Off","0","2","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off"
"367","U295 PL 123.0","433.68750","433.68750","A-Analog","Mid","12.5K","123.0","123.0","Analog","Group Call","0","Radio 1","Off","Carrier","Off","1","1","1","Off","0","2","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off"
